Cd,Dbh1,Dbh2,Time
MIC1CA,23.8,24.8,10.175
MIC1CA,3.2,3.4,10.093
MIC1CA,2,1.9,11.093
MIC1CA,21.7,22.6,10.329
MIC1CA,3.2,3.9,10.244
MIC1CA,3.9,4,10.337
MIC1CA,3.2,3.6,11.205
MIC1CA,2.6,3.9,10.318
MIC1CA,5.8,8.7,10.337
MIC1CA,2,2.3,11.088
MIC1CA,6,6.7,10.192
MIC1CA,14.7,15.4,10.285
MIC1CA,2.2,2.5,11.088
MIC1CA,4,4.2,10.068
MIC1CA,11.4,14.1,10.063
MIC1CA,5.3,9.5,10.301
MIC1CA,2.4,2.8,10.104
MIC1CA,6.9,7.2,10.214
MIC1CA,2.9,3,10.025
MIC1CA,3.5,3.4,10.479
MIC1CA,4,4.1,10.279
MIC1CA,2.5,2.5,10.181
MIC1CA,3,4.1,11.044
MIC1CA,13.3,15,10.26
MIC1CA,7.1,7.6,10.43
MIC1CA,5.7,5.3,11.197
MIC1CA,2.4,3,10.315
MIC1CA,4.5,6.1,11.088
MIC1CA,11.5,12,10.46
MIC1CA,5.4,5.3,10.395
MIC1CA,3.7,4.8,10.156
MIC1CA,5.9,6.1,10.277
MIC1CA,2.9,3.9,10.115
MIC1CA,3.2,3.8,10.589
MIC1CA,5.2,8.3,10.189
MIC1CA,8.6,10.6,10.416
MIC1CA,3.2,3.9,10.181
MIC1CA,9.1,10.1,10.26
MIC1CA,3.7,4.1,10.26
MIC1CA,6.2,6.6,10.025
MIC1CA,3.9,4.1,10.129
MIC1CA,2.5,2.3,10.178
MIC1CA,2.1,2.5,10.277
MIC1CA,2.9,3,10.504
MIC1CA,3.8,10.7,10.227
MIC1CA,3.5,3.9,10.438
MIC1CA,5.7,6.5,10.186
MIC1CA,3.5,3.5,10.107
MIC1CA,10.3,13.4,10.167
MIC1CA,17.6,19.7,10.427
MIC1CA,2.5,3.1,10.978
MIC1CA,6,7.1,10.227
MIC1CA,22.1,25.6,10.181
MIC1CA,2.3,2.3,11.096
MIC1CA,19.7,20.2,10.107
MIC1CA,12.5,12.6,10.258
MIC1CA,3.5,3.6,10.244
MIC1CA,2.2,2.8,10.603
MIC1CA,2.1,2.5,10.178
MIC1CA,3.2,3.6,10.249
MIC1CA,6.1,6.4,10.348
MIC1CA,5.4,5.9,10.192
MIC1CA,5.5,5.8,10.167
MIC1CA,2.4,3,10.43
MIC1CA,3.3,4,11.052
MIC1CA,3.6,3.9,10.266
MIC1CA,76,78.5,10.247
MIC1CA,4.5,7.3,11.047
MIC1CA,2.5,2.7,10.186
MIC1CA,3.4,3.7,10.2
MIC1CA,3.4,3.8,10.266
MIC1CA,4.7,5.3,10.433
MIC1CA,5.6,6.9,11.2
MIC1CA,3.1,3.6,10.425
MIC1CA,4.6,5.2,10.323
MIC1CA,2.5,8.8,10.099
MIC1CA,6.2,7.9,10.233
MIC1CA,3.7,3.5,10.189
MIC1CA,2.6,3.3,10.197
MIC1CA,15.3,18,10.134
MIC1CA,2.5,2.4,10.06
MIC1CA,2.6,3.1,10.06
MIC1CA,3.8,4.8,11.236
MIC1CA,6.9,7.6,10.315
MIC1CA,2.2,3,10.26
MIC1CA,4.2,4.5,11.041
MIC1CA,5.5,10.4,10.496
MIC1CA,7.3,7.5,10.101
MIC1CA,2.8,2.9,10.427
MIC1CA,3.6,6.4,10.285
MIC1CA,6.8,8.5,10.312
MIC1CA,4.4,5.3,10.222
MIC1CA,10.5,10.6,10.107
MIC1CA,2.2,2.9,10.151
MIC1CA,7.2,7.4,10.249
MIC1CA,4.5,5.4,10.222
MIC1CA,5.6,8.6,10.186
MIC1CA,4,3.9,10.211
MIC1CA,3.4,3.5,10.263
MIC1CA,9,11.2,10.49
MIC1CA,3.3,4,10.293
MIC1CA,4.3,4.7,10.279
MIC1CA,6.4,7,10.099
MIC1CA,4.1,4.6,10.09
MIC1CA,2.4,2.6,10.266
MIC1CA,9.7,10.7,10.51
MIC1CA,2.2,2.3,10.11
MIC1CA,2.4,3.4,10.195
MIC1CA,2.4,2.9,10.271
MIC1CA,2.2,2.2,11.205
MIC1CA,4.3,4.6,10.077
MIC1CA,75,78.8,10.425
MIC1CA,5.7,6.9,10.222
MIC1CA,4.3,5.2,10.085
MIC1CA,6.1,6.3,10.167
MIC1CA,4,4,10.26
MIC1CA,6.4,8.3,10.323
MIC1CA,2.2,2.2,10.26
MIC1CA,7,9.1,10.258
MIC1CA,2.5,4.7,10.132
MIC1CA,2.5,3.3,11.093
MIC1CA,3.5,3.7,11.184
MIC1CA,2.7,2.8,10.101
MIC1CA,2.1,2.2,10.274
MIC1CA,2.6,2.6,10.589
MIC1CA,2,3.4,10.507
MIC1CA,3.5,3.5,10.192
MIC1CA,3.9,4.5,10.195
MIC1CA,4.1,6.3,10.162
MIC1CA,3.5,3.6,10.203
MIC1CA,5.6,6.8,10.208
MIC1CA,5.8,7.2,10.422
MIC1CA,4.6,4.7,10.09
MIC1CA,3.2,4.2,10.34
MIC1CA,9,12,10.049
MIC1CA,2,2.5,10.318
MIC1CA,4.3,4.7,11.044
MIC1CA,2.2,2.5,10.342
MIC1CA,2,2.8,10.43
MIC1CA,2,2.5,10.268
MIC1CA,2,2.2,10.088
MIC1CA,2.6,3.3,10.159
MIC1CA,17.3,18.7,10.107
MIC1CA,2.3,2.3,10.271
MIC1CA,2.9,3.3,10.586
MIC1CA,4.4,4.6,11.197
MIC1CA,2.8,3.3,10.425
MIC1CA,2.6,3.3,10.455
MIC1CA,5.2,5.5,10.266
MIC1CA,4.1,5.5,10.241
MIC1CA,4.3,6.9,10.323
MIC1CA,5.8,6.8,10.282
MIC1CA,7.6,12.1,10.238
MIC1CA,3.6,4.1,10.219
MIC1CA,7.1,7.2,10.288
MIC1CA,3.5,3.5,11.049
MIC1CA,2.1,2.2,10.507
MIC1CA,4.4,4.7,10.216
MIC1CA,11.3,12.7,10.247
MIC1CA,4,4.2,10.112
MIC1CA,9.8,11.4,10.268
MIC1CA,2.5,2.8,10.112
MIC1CA,2.8,2.8,10.104
MIC1CA,2.3,2.4,10.416
MIC1CA,4,4,10.26
MIC1CA,10.5,10.8,10.597
MIC1CA,3.5,3.6,10.493
MIC1CA,7,7.4,10.458
MIC1CA,3.3,3.4,10.156
MIC1CA,2,4.5,10.532
MIC1CA,10.7,11.5,10.101
MIC1CA,4.4,5.6,10.614
MIC1CA,2.3,2.2,10.4
MIC1CA,4.2,4.9,10.493
MIC1CA,2.2,2.6,10.463
MIC1CA,6.9,6.8,11.203
MIC1CA,2.3,2.4,10.479
MIC1CA,3.9,5.4,11.063
MIC1CA,10,15,10.192
MIC1CA,4.6,5.9,10.088
MIC1CA,3.4,3.4,10.26
MIC1CA,2.8,2.8,10.181
MIC1CA,3.4,3.4,10.277
MIC1CA,2.5,2.7,10.085
MIC1CA,3,3.2,10.301
MIC1CA,4.1,5.5,10.162
MIC1CA,2.1,2.4,10.332
MIC1CA,2.6,3.4,10.666
MIC1CA,2.2,2.4,10.266
MIC1CA,2.8,2.8,10.23
MIC1CA,3.1,4.1,10.488
MIC1CA,3.2,4.6,11.03
MIC1CA,2.6,2.9,10.17
MIC1CA,5.8,5.8,10.195
MIC1CA,21.9,25.8,10.118
MIC1CA,2.3,2.6,10.411
MIC1CA,5.7,6.3,10.137
MIC1CA,2,2.4,10.279
MIC1CA,9.8,10.6,10.427
MIC1CA,2.4,3.6,10.26
MIC1CA,2.9,3.6,10.2
MIC1CA,3.8,3.9,10.214
MIC1CA,2.4,2.7,11.052
MIC1CA,3.3,3.3,10.208
MIC1CA,2,2.6,10.282
MIC1CA,2.1,3.2,10.271
MIC1CA,3.7,3.9,10.499
MIC1CA,6.8,7.3,10.077
MIC1CA,3.6,3.7,10.195
MIC1CA,2.7,3.1,10.26
MIC1CA,4,4.1,10.107
MIC1CA,12.2,12.8,10.351
MIC1CA,4.9,7.6,10.181
MIC1CA,15,14.5,10.279
MIC1CA,18.1,18,10.29
MIC1CA,2.8,3.1,10.285
MIC1CA,3.2,5,10.225
MIC1CA,3.6,4.4,10.137
MIC1CA,2.8,3.6,10.419
MIC1CA,2.6,3.1,10.408
MIC1CA,6,7.4,11.093
MIC1CA,2.9,2.9,10.236
MIC1CA,4,4.3,10.501
MIC1CA,7.3,7.3,10.115
MIC1CA,3.1,3.1,10.189
MIC1CA,8.8,8.6,10.227
MIC1CA,4.6,4.9,10.241
MIC1CA,2.9,3.2,10.145
MIC1CA,4.2,4.5,10.225
MIC1CA,2.1,2.8,10.216
MIC1CA,2.6,2.6,10.186
MIC1CA,2.3,2.2,10.162
MIC1CA,2.5,2.4,11.205
MIC1CA,28.4,29,10.181
MIC1CA,5,6.1,10.236
MIC1CA,2.9,3.4,10.227
MIC1CA,2,2.5,10.616
MIC1CA,2.5,2.9,10.321
MIC1CA,3.8,4.1,10.342
MIC1CA,6.5,7.3,10.501
MIC1CA,8.2,8.6,10.43
MIC1CA,2.6,2.8,10.282
MIC1CA,3.5,4.3,10.438
MIC1CA,7.5,8.3,10.214
MIC1CA,2.7,3.4,10.025
MIC1CA,3.1,3.4,10.088
MIC1CA,2.7,3.1,10.411
MIC1CA,8.3,8.3,10.164
MIC1CA,4.9,5.3,10.603
MIC1CA,3.1,3.9,10.115
MIC1CA,7.8,11.8,10.263
MIC1CA,4.3,4.1,10.266
MIC1CA,4.3,7.6,10.271
MIC1CA,2.4,2.5,10.312
MIC1CA,3.9,5,10.351
MIC1CA,11.7,13.7,10.164
MIC1CA,2.8,3.3,11.197
MIC1CA,6.3,6.9,10.145
MIC1CA,4.7,5.3,10.162
MIC1CA,3.2,3.2,10.6
MIC1CA,2.1,2.4,10.192
MIC1CA,6,7.1,10.978
MIC1CA,8.7,12.1,10.071
MIC1CA,21.6,24.6,10.37
MIC1CA,2.5,2.6,10.121
MIC1CA,4.1,5,10.282
MIC1CA,3,3.7,10.266
MIC1CA,5.8,6.2,10.211
MIC1CA,2.8,3.1,10.515
MIC1CA,4,4,10.288
MIC1CA,14.4,15.2,11.096
MIC1CA,3.5,3.6,10.181
MIC1CA,4.1,4.7,10.225
MIC1CA,6,8.4,10.463
MIC1CA,8.3,8.7,10.247
MIC1CA,7.1,13.9,10.414
MIC1CA,2.8,3.8,10.332
MIC1CA,3,4.5,11.167
MIC1CA,8,12.8,10.263
MIC1CA,3,3,10.203
MIC1CA,5.4,6.2,10.277
MIC1CA,3.6,6.2,10.321
MIC1CA,2,2.9,10.427
MIC1CA,4.3,4.7,10.241
MIC1CA,2,2.4,10.219
MIC1CA,14.8,15.4,10.214
MIC1CA,7.3,7.8,10.208
MIC1CA,4.2,5.8,10.222
MIC1CA,3.4,4.6,10.236
MIC1CA,5.2,6,10.51
MIC1CA,2,2.7,11.167
MIC1CA,2,2.1,10.411
MIC1CA,44.8,56,10.277
MIC1CA,11.3,15,10.222
MIC1CA,3.2,3.8,10.203
MIC1CA,5,5.1,10.26
MIC1CA,4.1,4.3,10.211
MIC1CA,6.3,7.9,10.112
MIC1CA,3.7,4.1,10.192
MIC1CA,2.2,2.6,11.06
MIC1CA,6.7,7.7,10.504
MIC1CA,2.8,3,10.318
MIC1CA,2.2,2.7,11.044
MIC1CA,9,9.7,10.244
MIC1CA,3.8,4.3,10.173
MIC1CA,2.3,2.3,10.162
MIC1CA,2.8,4.2,10.049
MIC1CA,7.1,8.9,10.189
MIC1CA,2,2.9,10.274
MIC1CA,3.6,5.8,10.512
MIC1CA,6.1,7,10.414
MIC1CA,5.7,6.6,10.2
MIC1CA,2.5,2.9,10.134
MIC1CA,6.9,11,11.203
MIC1CA,2.8,3,10.249
MIC1CA,2.8,4.8,10.449
MIC1CA,8.2,9.4,11.247
MIC1CA,2.5,2.7,10.332
MIC1CA,5,5.4,11.227
MIC1CA,3.9,4.3,10.227
MIC1CA,3.8,5,10.496
MIC1CA,2.2,2.3,10.156
MIC1CA,9.9,10,10.153
MIC1CA,2.6,2.6,10.244
MIC1CA,2.5,2.8,10.567
MIC1CA,3.1,3.1,10.189
MIC1CA,3.5,3.9,10.145
MIC1CA,3.2,3.5,10.592
MIC1CA,3.9,3.7,10.156
MIC1CA,8,9.7,11.203
MIC1CA,4.5,4.7,10.329
MIC1CA,2.3,4.1,11.06
MIC1CA,3.1,3.5,10.51
MIC1CA,5.3,5,10.195
MIC1CA,3.1,3.3,10.427
MIC1CA,2.6,3.2,10.107
MIC1CA,6.8,7,10.093
MIC1CA,2.2,2.9,10.507
MIC1CA,15.2,16.6,10.301
MIC1CA,13.6,13.7,10.312
MIC1CA,2.6,2.9,10.186
MIC1CA,3.8,3.9,10.493
MIC1CA,9,10,10.186
MIC1CA,5.8,7.6,10.268
MIC1CA,4,4.2,11.203
MIC1CA,2.8,4.5,10.247
MIC1CA,2.2,2.4,10.233
MIC1CA,6,5.8,10.099
MIC1CA,2,3,10.093
MIC1CA,3,3.3,10.112
MIC1CA,3,4.4,11.2
MIC1CA,28.9,29.7,10.279
MIC1CA,3,3.4,10.09
MIC1CA,2.8,3.1,10.274
MIC1CA,2.5,2.9,10.197
MIC1CA,4.4,4.7,10.197
MIC1CA,3.5,3.9,10.608
MIC1CA,10.5,10.6,10.203
MIC1CA,4.9,5.5,10.181
MIC1CA,2.4,2.3,10.301
MIC1CA,2.4,2.4,10.26
MIC1CA,2.2,2.2,10.288
MIC1CA,2.3,6.1,10.512
MIC1CA,16.3,20.5,10.192
MIC1CA,2.2,2.6,10.2
MIC1CA,7.3,8.9,10.458
MIC1CA,13.1,17.2,10.203
MIC1CA,15.2,15.5,10.148
MIC1CA,5.4,6.5,11.06
MIC1CA,10,10.3,10.425
MIC1CA,10.1,10.6,10.203
MIC1CA,8.7,9.3,10.507
MIC1CA,2.3,2.5,10.403
MIC1CA,6,6.1,10.392
MIC1CA,3.7,3.9,10.296
MIC1CA,7.4,8,10.189
MIC1CA,3.9,4.6,10.192
MIC1CA,3.1,4.1,10.244
MIC1CA,2.2,2.8,10.247
MIC1CA,3.1,3.8,10.156
MIC1CA,2.9,3.5,10.214
MIC1CA,13.5,13.5,10.43
MIC1CA,2.6,2.6,10.268
MIC1CA,9.7,10.3,10.203
MIC1CA,5.2,6,10.192
MIC1CA,3.4,4.2,10.205
MIC1CA,2.9,3.4,10.389
MIC1CA,2.3,3.1,10.112
MIC1CA,7.8,9.3,10.181
MIC1CA,7.1,7.3,10.052
MIC1CA,2.5,2.6,10.274
MIC1CA,8.1,10,10.088
MIC1CA,2.8,2.9,10.09
MIC1CA,7.1,12.5,10.107
MIC1CA,11.3,13.7,10.337
MIC1CA,19.6,24.5,10.485
MIC1CA,10.1,10,10.208
MIC1CA,2.7,2.7,10.282
MIC1CA,2,2.5,10.43
MIC1CA,2.7,2.8,10.271
MIC1CA,41.4,46.1,10.597
MIC1CA,12.8,13.1,10.112
MIC1CA,7.1,9.6,10.17
MIC1CA,3.3,3.3,10.288
MIC1CA,2,2,10.263
MIC1CA,9.1,9.5,10.274
MIC1CA,2.6,3.1,10.485
MIC1CA,3.6,3.7,10.334
MIC1CA,2.3,3,10.255
MIC1CA,2.6,2.8,10.181
MIC1CA,22,23.3,10.112
MIC1CA,3.6,4,10.518
MIC1CA,4.3,5.9,10.211
MIC1CA,19.1,26,10.09
MIC1CA,4.5,9.8,10.512
MIC1CA,25.5,27.8,10.107
MIC1CA,4.9,5.1,11.205
MIC1CA,2.3,2.8,10.29
MIC1CA,2,2.2,11.2
MIC1CA,2.4,2.5,10.189
MIC1CA,8.3,9.2,10.216
MIC1CA,30.5,30.8,10.332
MIC1CA,2.8,3.1,10.184
MIC1CA,2.6,2.8,10.427
MIC1CA,9.3,10.9,10.205
MIC1CA,2.2,2.8,10.181
MIC1CA,7.3,7.6,10.112
MIC1CA,3.1,3.2,10.351
MIC1CA,2.5,3.3,10.247
MIC1CA,6,6.6,10.189
MIC1CA,7.3,8.2,10.192
MIC1CA,2.1,2.3,10.312
MIC1CA,8.7,8.7,10.214
MIC1CA,2.6,3,10.266
MIC1CA,3.8,4,10.425
MIC1CA,3.9,4.1,10.268
MIC1CA,2.3,4.8,10.392
MIC1CA,6,6.7,10.236
MIC1CA,11.2,12.2,10.175
MIC1CA,7.5,8.3,10.384
MIC1CA,5.7,5.7,10.219
MIC1CA,5.7,6.5,10.414
MIC1CA,2.1,3.2,10.241
MIC1CA,4.4,4.7,10.425
MIC1CA,12.5,12.7,10.126
MIC1CA,9.2,10.1,10.197
MIC1CA,11.5,12.2,10.247
MIC1CA,5.1,6.4,11.2
MIC1CA,6.4,7.1,10.027
MIC1CA,5,5.2,10.192
MIC1CA,2.5,2.5,10.085
MIC1CA,3.2,3.3,10.271
MIC1CA,4.6,4.8,10.203
MIC1CA,3.9,4.5,10.238
MIC1CA,5.7,5.8,10.121
MIC1CA,3.8,4.3,10.233
MIC1CA,3.9,4.4,10.266
MIC1CA,3.9,4.2,10.156
MIC1CA,18,19,10.268
MIC1CA,8.5,10.8,10.115
MIC1CA,2.6,2.6,10.411
MIC1CA,32.7,33.8,10.159
MIC1CA,2.2,3.4,10.186
MIC1CA,3.2,3.3,10.268
MIC1CA,5.3,5.9,10.068
MIC1CA,3.3,4.3,10.397
MIC1CA,3.1,3.5,10.279
MIC1CA,17.8,19.5,10.485
MIC1CA,4,4,10.458
MIC1CA,2,2.2,10.304
MIC1CA,2.2,2.5,11.205
MIC1CA,6.3,6.4,10.197
MIC1CA,2.3,3.3,10.31
MIC1CA,8.2,8.4,10.205
MIC1CA,4.6,4.8,10.279
MIC1CA,3.8,4.7,10.145
MIC1CA,4.3,4.5,10.244
MIC1CA,2,2.3,10.093
MIC1CA,3.5,4.6,10.411
MIC1CA,10.6,12,10.115
MIC1CA,3.3,3.7,10.422
MIC1CA,2.6,3,10.301
MIC1CA,2.6,4.6,10.247
MIC1CA,3.6,3.7,10.277
MIC1CA,2,2.1,10.145
MIC1CA,3,3,10.101
MIC1CA,3.4,9.2,10.118
MIC1CA,10,13.6,10.485
MIC1CA,4,5.8,10.077
MIC1CA,2.7,3.3,10.093
MIC1CA,2.5,2.7,10.247
MIC1CA,7.7,8.4,11.203
MIC1CA,4.7,5.1,10.203
MIC1CA,8.2,8.6,10.101
MIC1CA,2.2,2.3,10.296
MIC1CA,4.1,4.5,10.315
MIC1CA,2.1,2.3,10.619
MIC1CA,3,3.1,10.227
MIC1CA,4.5,6,11.2
MIC1CA,4.8,4.9,10.077
MIC1CA,2,3.2,10.515
MIC1CA,4.1,-0.1,10.121
MIC1CA,11.6,-0.1,11.184
MIC1CA,3.8,-0.1,11.178
MIC1CA,4.7,-0.1,10.285
MIC1CA,2.1,-0.1,10.227
MIC1CA,2.2,-0.1,11.088
MIC1CA,6.8,-0.1,10.619
MIC1CA,28.2,-0.1,10.186
MIC1CA,5.2,-0.1,10.485
MIC1CA,5.5,-0.1,10.296
MIC1CA,4.9,-0.1,10.282
MIC1CA,3.2,-0.1,10.529
MIC1CA,5.8,-0.1,10.419
MIC1CA,3,-0.1,10.279
MIC1CA,6,-0.1,10.156
MIC1CA,3.5,-0.1,10.408
MIC1CA,2.7,-0.1,10.252
MIC1CA,3.5,-0.1,10.392
MIC1CA,2.1,-0.1,11.066
MIC1CA,6.1,-0.1,10.192
MIC1CA,2.1,-0.1,10.329
MIC1CA,72.8,-0.1,10.238
MIC1CA,9,-0.1,10.11
MIC1CA,2.8,-0.9,10.493
MIC1CA,6.9,-0.1,10.471
MIC1CA,5.2,-0.1,10.216
MIC1CA,2.4,-0.1,10.266
MIC1CA,21,-0.1,10.37
MIC1CA,2.1,-0.1,10.214
MIC1CA,3.7,-0.1,10.162
MIC1CA,2.2,-0.1,10.225
MIC1CA,97.1,-0.1,10.504
MIC1CA,2.1,-0.1,10.589
MIC1CA,2.6,-0.1,10.121
MIC1CA,6.8,-0.1,10.247
MIC1CA,3.7,-0.1,10.422
MIC1CA,59.5,-0.1,11.06
MIC1CA,2.8,-0.1,10.195
MIC1CA,5.5,-0.1,10.186
MIC1CA,7.4,-0.9,10.181
MIC1CA,3.8,-0.1,11.096
MIC1CA,4.8,-0.1,10.411
MIC1CA,2.6,-0.1,10.104
MIC1CA,2.6,-0.1,10.51
MIC1CA,2,-0.1,10.107
MIC1CA,7.4,-0.1,10.315
MIC1CA,2.5,-0.1,10.507
MIC1CA,3.9,-0.1,10.46
MIC1CA,2.3,-0.1,10.2
MIC1CA,2.4,-0.1,11.203
MIC1CA,2.3,-0.1,10.43
MIC1CA,2.1,-0.1,10.192
MIC1CA,13,-0.1,10.482
MIC1CA,5.4,-0.1,10.266
MIC1CA,25.5,-0.1,10.192
MIC1CA,6.7,-0.1,10.052
MIC1CA,3,-0.1,10.208
MIC1CA,2.7,-0.1,10.353
MIC1CA,2.3,-0.1,10.134
MIC1CA,2.3,-0.9,10.167
MIC1CA,2.5,-0.1,10.142
MIC1CA,7.1,-0.1,10.4
MIC1CA,2.7,-0.1,10.099
MIC1CA,2.6,-0.1,10.186
MIC1CA,4.1,-0.1,10.279
MIC1CA,69.8,-0.1,10.474
MIC1CA,7.8,-0.1,10.485
MIC1CA,3.2,-0.1,10.115
MIC1CA,4.2,-0.9,10.09
MIC1CA,3,-0.1,10.222
MIC1CA,4,-0.1,10.288
MIC1CA,3.5,-0.1,10.458
MIC1CA,3,-0.1,11.09
MIC1CA,2.4,-0.9,10.145
MIC1CA,2.3,-0.1,10.025
MIC1CA,2.6,-0.1,10.351
MIC1CA,6.2,-0.1,10.493
MIC1CA,2.7,-0.1,10.271
MIC1CA,3.2,-0.1,10.419
MIC1CA,3.1,-0.1,10.118
MIC1CA,41.5,-0.1,10.425
MITRMA,2.8,3.3,10.186
MITRMA,3,3.9,11.038
MITRMA,3.8,3.8,10.329
MITRMA,7.5,9.9,10.145
MITRMA,2.1,2.8,10.375
MITRMA,2.8,3.1,10.115
MITRMA,2.4,3.2,10.271
MITRMA,3,3.4,10.153
MITRMA,2.8,4.8,10.068
MITRMA,5.4,7.2,10.219
MITRMA,12,12.8,10.145
MITRMA,13,13,10.268
MITRMA,3.5,3.6,10.652
MITRMA,3,3.5,10.29
MITRMA,4.4,4.7,10.342
MITRMA,3,3.7,10.348
MITRMA,2.3,3.1,10.107
MITRMA,14.3,14.7,10.093
MITRMA,5.1,7.7,10.29
MITRMA,4.1,4.7,10.266
MITRMA,2.1,2.2,10.279
MITRMA,3.2,4.5,10.203
MITRMA,2,2.4,10.249
MITRMA,3.2,3.2,10.381
MITRMA,10.6,11.4,10.129
MITRMA,11,12.7,10.107
MITRMA,28.1,31.2,10.329
MITRMA,2.3,2.6,10.162
MITRMA,2.7,3.2,10.178
MITRMA,2.4,2.4,10.422
MITRMA,9.3,10.8,10.288
MITRMA,4.1,6.3,10.06
MITRMA,4.1,5.2,10.025
MITRMA,3.6,3.6,10.118
MITRMA,17.6,18.3,10.236
MITRMA,2.7,3.3,10.493
MITRMA,6,6.1,10.425
MITRMA,3.7,4,10.025
MITRMA,3.2,3.3,10.247
MITRMA,3.2,3.7,10.384
MITRMA,5.4,5.9,10.268
MITRMA,3.1,3.2,11.044
MITRMA,2.5,5.5,10.268
MITRMA,2.1,3.3,10.285
MITRMA,2.6,3.2,10.463
MITRMA,5.8,6.2,10.156
MITRMA,16.7,19,10.09
MITRMA,2.1,2.1,10.181
MITRMA,7.4,7.8,10.321
MITRMA,3.8,3.9,10.274
MITRMA,2.5,2.9,10.342
MITRMA,32.6,33.5,10.266
MITRMA,12.9,15.7,10.266
MITRMA,4.6,4.8,10.255
MITRMA,10.4,12.3,11.041
MITRMA,3.4,3.3,11.09
MITRMA,9.2,11.4,11.085
MITRMA,7.6,7.8,10.367
MITRMA,3,5.6,10.34
MITRMA,2.4,2.6,10.148
MITRMA,2.5,3.6,10.425
MITRMA,14.2,22.3,10.268
MITRMA,6.4,6.1,10.26
MITRMA,4.8,5.2,10.274
MITRMA,6.3,7.8,10.271
MITRMA,6.7,7.7,10.247
MITRMA,3.3,4.1,10.279
MITRMA,2.1,2.3,10.444
MITRMA,2.4,2.4,10.099
MITRMA,6.4,6.7,10.027
MITRMA,38.9,42.8,10.482
MITRMA,12.3,12.3,11.088
MITRMA,11.7,16.7,10.263
MITRMA,4.5,5.9,10.274
MITRMA,5.3,5.6,10.071
MITRMA,6.9,6.9,10.51
MITRMA,4.8,6.1,10.025
MITRMA,13.1,15.5,10.126
MITRMA,12.1,15.1,10.507
MITRMA,5.2,5.5,10.23
MITRMA,23.4,27.6,10.225
MITRMA,51,53.1,10.192
MITRMA,6.6,6.5,10.279
MITRMA,2.1,2.8,10.266
MITRMA,2,2.6,10.112
MITRMA,3.7,4.5,10.51
MITRMA,2.1,2.2,10.279
MITRMA,6,6,10.422
MITRMA,3.7,4.2,10.101
MITRMA,5.5,7,10.195
MITRMA,2.2,2.1,10.507
MITRMA,3.2,3.2,10.422
MITRMA,4.9,4.9,10.345
MITRMA,8.6,8.1,10.315
MITRMA,3.6,4.4,10.025
MITRMA,2.5,3.1,10.203
MITRMA,5.7,6.2,11.052
MITRMA,10,9.5,10.268
MITRMA,2,2.1,10.263
MITRMA,2.2,2.5,10.337
MITRMA,2.5,2.7,10.17
MITRMA,4.3,6.4,10.427
MITRMA,7,7.4,10.463
MITRMA,2.6,2.8,11.074
MITRMA,13.3,15.7,10.071
MITRMA,2.9,2.9,10.211
MITRMA,4.1,4.4,10.233
MITRMA,2.4,3.4,10.197
MITRMA,3.2,3.3,10.077
MITRMA,9.4,10.2,10.307
MITRMA,2,2.5,10.43
MITRMA,3.3,3.6,10.107
MITRMA,2.5,2.7,10.115
MITRMA,9,13.8,10.244
MITRMA,2.7,2.9,10.315
MITRMA,5.5,6.4,10.271
MITRMA,2.9,3.2,10.422
MITRMA,2.4,2.4,10.274
MITRMA,4.3,4.5,11.184
MITRMA,6.6,7.4,10.255
MITRMA,3,3.6,10.236
MITRMA,2.4,3.3,10.493
MITRMA,3.2,4.5,10.186
MITRMA,4.4,4.6,10.488
MITRMA,3.2,3.7,10.34
MITRMA,3.7,5.1,10.118
MITRMA,15.4,16.9,10.132
MITRMA,9.5,14.5,10.263
MITRMA,3.9,4,10.263
MITRMA,4.8,4.7,10.493
MITRMA,3.5,3.4,10.485
MITRMA,15.5,19.3,10.118
MITRMA,3.1,3.7,10.51
MITRMA,6,6.6,10.233
MITRMA,15.8,16.9,10.195
MITRMA,7.3,7.3,10.192
MITRMA,18.9,18.9,10.112
MITRMA,3.4,4,10.425
MITRMA,23.1,23.6,10.227
MITRMA,5.7,5.6,10.107
MITRMA,3.1,3.7,10.512
MITRMA,5.8,6.4,10.493
MITRMA,4.6,4.9,10.244
MITRMA,2.4,2.6,10.321
MITRMA,3.4,5.5,10.436
MITRMA,7.7,8.4,10.271
MITRMA,4,4.1,11.205
MITRMA,6.4,6.9,10.104
MITRMA,2.5,3,10.186
MITRMA,6.8,7.5,10.296
MITRMA,2.3,2.5,10.208
MITRMA,14.3,14.3,10.208
MITRMA,2.2,3.5,10.189
MITRMA,2.6,2.7,10.485
MITRMA,7.7,9.3,10.241
MITRMA,13.9,15.1,10.422
MITRMA,15.5,22.4,10.266
MITRMA,2.8,3.8,10.208
MITRMA,10.8,17.1,10.485
MITRMA,3,3.2,11.203
MITRMA,4.7,4.6,10.279
MITRMA,7.7,8.6,10.463
MITRMA,2.2,3.2,10.507
MITRMA,2.4,2.9,10.195
MITRMA,2.8,3,10.282
MITRMA,2.8,3.9,10.181
MITRMA,8.4,9.3,10.216
MITRMA,3.1,3.8,10.299
MITRMA,17.3,19.3,10.23
MITRMA,9,9.1,10.496
MITRMA,3.2,3.5,10.107
MITRMA,2.2,2.8,10.203
MITRMA,5,5.6,10.258
MITRMA,4.4,5,11.205
MITRMA,58.6,63.6,10.337
MITRMA,4.2,7.2,10.101
